Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Material Type,Experimental Condition [Genotype],Characteristics [Developmental Stage],Assay Name,Comment [Image File Comments],Comment [Image File Type],Channels
TimEmbryos-102219-HybCycle_15,MMStack_Pos24.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos24,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos25.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos25,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos25.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos25,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos25.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos25,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos26.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos26,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos26.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos26,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos26.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos26,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos27.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos27,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos27.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos27,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos27.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos27,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos28.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos28,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos28.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos28,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos28.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos28,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos29.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos29,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos29.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos29,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos29.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos29,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos3.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos3,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos3.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos3,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos30.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos30,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos30.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos30,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos30.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos30,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos31.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos31,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos31.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos31,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos31.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos31,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos32.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos32,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos32.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos32,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos32.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos32,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos33.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos33,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos33.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos33,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos33.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos33,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos34.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos34,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos34.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos34,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos34.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos34,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos35.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos35,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos35.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos35,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos35.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos35,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos36.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos36,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos36.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos36,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos36.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos36,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos37.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos37,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos37.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos37,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos37.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos37,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos38.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos38,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos38.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos38,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos38.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos38,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos39.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos39,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos39.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos39,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos39.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos39,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos4.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos4,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos4.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos4,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos4.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos4,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos40.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos40,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos40.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos40,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos40.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos40,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos41.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos41,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos41.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos41,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos41.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos41,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos42.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos42,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos42.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos42,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos42.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos42,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos43.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos43,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos43.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos43,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos43.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos43,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos44.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos44,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos44.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos44,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos44.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos44,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos45.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos45,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos45.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos45,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos45.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos45,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos46.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos46,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos46.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos46,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos46.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos46,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos47.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos47,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos47.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos47,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos47.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos47,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos48.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos48,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos48.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos48,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos48.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos48,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos49.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos49,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos49.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos49,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos49.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos49,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos5.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos5,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos5.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos5,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos5.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos5,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos50.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos50,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos50.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos50,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos50.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos50,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos6.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos6,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos6.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos6,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos6.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos6,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos7.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos7,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos7.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos7,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos7.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos7,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos8.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos8,HybCycle_15,raw,A647; A488; Cy3B; DAPI
TimEmbryos-102219-HybCycle_15,MMStack_Pos8.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-102219-Pos8,HybCycle_15,raw,A647; A488; Cy3B; DAPI
