Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Material Type,Experimental Condition [Genotype],Characteristics [Developmental Stage],Assay Name,Comment [Image File Comments],Comment [Image File Type],Channels
TimEmbryos-120919-HybCycle_23,MMStack_Pos24.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos24,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos24.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos24,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos24.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos24,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos25.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos25,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos25.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos25,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos25.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos25,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos26.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos26,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos26.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos26,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos26.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos26,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos27.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos27,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos27.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos27,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos27.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos27,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos28.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos28,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos28.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos28,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos28.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos28,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos29.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos29,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos29.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos29,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos29.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos29,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos3.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos3,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos3.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos3,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos3.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos3,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos30.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos30,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos30.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos30,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos30.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos30,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos31.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos31,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos31.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos31,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos31.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos31,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos32.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos32,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos32.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos32,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos32.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos32,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos33.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos33,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos33.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos33,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos33.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos33,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos34.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos34,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos34.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos34,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos34.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos34,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos35.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos35,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos35.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos35,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos35.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos35,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos36.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos36,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos36.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos36,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos36.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos36,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos37.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos37,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos37.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos37,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos37.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos37,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos38.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos38,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos38.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos38,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos38.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos38,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos39.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos39,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos39.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos39,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos39.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos39,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos4.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos4,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos4.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos4,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos4.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos4,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos5.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos5,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos5.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos5,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos5.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos5,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos6.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos6,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos6.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos6,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos6.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos6,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos7.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos7,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos7.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos7,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos7.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos7,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos8.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos8,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos8.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos8,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos8.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos8,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos9.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos9,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos9.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos9,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_23,MMStack_Pos9.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos9,HybCycle_23,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos0.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos0,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos0.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos0,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos0.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos0,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos1.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos1,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos1.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos1,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos1.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos1,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos10.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos10,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos10.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos10,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos10.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos10,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos11.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos11,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos11.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos11,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos11.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos11,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos12.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos12,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos12.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos12,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos12.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos12,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos13.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos13,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos13.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos13,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos13.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos13,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos14.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos14,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos14.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos14,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos14.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos14,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos15.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos15,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos15.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos15,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos15.ome.zarr [labels/nuclei/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos15,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos16.ome.zarr [0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos16,HybCycle_24,raw,A647; A488; Cy3B; DAPI
TimEmbryos-120919-HybCycle_24,MMStack_Pos16.ome.zarr [labels/cells/0],Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,embryo,WT,E8.5,TimEmbryos-120919-Pos16,HybCycle_24,raw,A647; A488; Cy3B; DAPI
